node_id,node_type,service_name,environment,region,zone,host_id,container_id,version,cpu_capacity,memory_capacity,replica_count,criticality,scenario_id,topology_id
consumer_23,web_service,kafka_consumer_23,production,ap-southeast-1,ap-southeast-1b,host-768,ct-1729,v2.6.0,16.0,4.0,5,low,scen_000045,top_0045
consumer_24,web_service,kafka_consumer_24,production,ap-southeast-1,ap-southeast-1c,host-221,ct-2546,v2.1.0,2.0,16.0,1,low,scen_000045,top_0045
consumer_25,web_service,kafka_consumer_25,production,ap-southeast-1,ap-southeast-1c,host-849,ct-8216,v2.4.0,2.0,8.0,3,low,scen_000045,top_0045
consumer_26,web_service,kafka_consumer_26,production,ap-southeast-1,ap-southeast-1a,host-221,ct-7074,v1.8.0,4.0,64.0,5,low,scen_000045,top_0045
consumer_27,web_service,kafka_consumer_27,production,ap-southeast-1,ap-southeast-1b,host-304,ct-9412,v1.8.0,4.0,8.0,4,low,scen_000045,top_0045
consumer_28,web_service,kafka_consumer_28,production,ap-southeast-1,ap-southeast-1a,host-959,ct-7003,v1.3.0,4.0,32.0,4,low,scen_000045,top_0045
consumer_29,web_service,kafka_consumer_29,production,ap-southeast-1,ap-southeast-1c,host-153,ct-7313,v2.1.0,16.0,32.0,3,low,scen_000045,top_0045
consumer_30,web_service,kafka_consumer_30,production,ap-southeast-1,ap-southeast-1a,host-720,ct-9644,v2.4.0,16.0,4.0,1,low,scen_000045,top_0045
consumer_31,web_service,kafka_consumer_31,production,ap-southeast-1,ap-southeast-1b,host-777,ct-4033,v3.5.0,16.0,8.0,3,low,scen_000045,top_0045
consumer_32,web_service,kafka_consumer_32,production,ap-southeast-1,ap-southeast-1a,host-963,ct-7024,v3.6.0,8.0,32.0,4,low,scen_000045,top_0045
consumer_33,web_service,kafka_consumer_33,production,ap-southeast-1,ap-southeast-1a,host-143,ct-5138,v3.6.0,4.0,16.0,5,low,scen_000045,top_0045
consumer_34,web_service,kafka_consumer_34,production,ap-southeast-1,ap-southeast-1c,host-626,ct-8040,v2.2.0,4.0,32.0,1,low,scen_000045,top_0045
consumer_35,web_service,kafka_consumer_35,production,ap-southeast-1,ap-southeast-1c,host-957,ct-3218,v1.0.0,2.0,64.0,4,low,scen_000045,top_0045
consumer_36,web_service,kafka_consumer_36,production,ap-southeast-1,ap-southeast-1a,host-687,ct-5209,v2.6.0,8.0,32.0,4,low,scen_000045,top_0045
consumer_37,web_service,kafka_consumer_37,production,ap-southeast-1,ap-southeast-1b,host-936,ct-2870,v3.3.0,16.0,4.0,2,low,scen_000045,top_0045
consumer_38,web_service,kafka_consumer_38,production,ap-southeast-1,ap-southeast-1a,host-951,ct-6414,v2.3.0,2.0,64.0,3,low,scen_000045,top_0045
gw_01,api_gateway,api_gateway,production,us-east-1,us-east-1a,host-145,ct-6494,v3.0.0,8.0,16.0,1,critical,scen_000046,top_0046
auth_01,auth_service,auth_service,production,us-east-1,us-east-1c,host-213,ct-8319,v3.9.0,16.0,8.0,5,high,scen_000046,top_0046
order_01,order_service,order_service,production,us-east-1,us-east-1c,host-406,ct-5510,v2.6.0,16.0,4.0,3,critical,scen_000046,top_0046
pay_01,payment_service,payment_service,production,us-east-1,us-east-1c,host-760,ct-8553,v2.5.0,4.0,32.0,5,critical,scen_000046,top_0046
inv_01,inventory_service,inventory_service,production,us-east-1,us-east-1b,host-231,ct-5621,v1.6.0,8.0,4.0,4,high,scen_000046,top_0046
db_master,postgresql,postgresql,production,us-east-1,us-east-1a,host-855,ct-1619,v1.3.0,2.0,8.0,4,critical,scen_000046,top_0046
cache_01,redis,redis,production,us-east-1,us-east-1a,host-128,ct-3959,v2.3.0,4.0,32.0,5,high,scen_000046,top_0046
mq_01,kafka,kafka,production,us-east-1,us-east-1a,host-698,ct-1572,v2.2.0,8.0,64.0,2,high,scen_000046,top_0046
ecom_aux_1,user_service,user_service_1,production,us-east-1,us-east-1b,host-722,ct-9220,v1.3.0,8.0,16.0,1,low,scen_000046,top_0046
ecom_aux_2,user_service,user_service_2,production,us-east-1,us-east-1a,host-680,ct-2539,v2.6.0,8.0,8.0,2,low,scen_000046,top_0046
ecom_aux_3,user_service,user_service_3,production,us-east-1,us-east-1c,host-489,ct-8279,v2.2.0,4.0,32.0,4,low,scen_000046,top_0046
ecom_aux_4,user_service,user_service_4,production,us-east-1,us-east-1a,host-100,ct-1334,v2.4.0,2.0,64.0,5,low,scen_000046,top_0046
ecom_aux_5,user_service,user_service_5,production,us-east-1,us-east-1c,host-460,ct-7629,v2.6.0,16.0,64.0,3,low,scen_000046,top_0046
ecom_aux_6,user_service,user_service_6,production,us-east-1,us-east-1a,host-177,ct-5041,v3.3.0,4.0,4.0,2,low,scen_000046,top_0046
ecom_aux_7,user_service,user_service_7,production,us-east-1,us-east-1b,host-676,ct-6147,v2.6.0,4.0,4.0,3,low,scen_000046,top_0046
ecom_aux_8,user_service,user_service_8,production,us-east-1,us-east-1b,host-943,ct-4598,v1.3.0,2.0,4.0,1,low,scen_000046,top_0046
ecom_aux_9,user_service,user_service_9,production,us-east-1,us-east-1a,host-226,ct-8780,v3.1.0,4.0,32.0,4,low,scen_000046,top_0046
ecom_aux_10,user_service,user_service_10,production,us-east-1,us-east-1a,host-436,ct-5469,v2.8.0,16.0,64.0,3,low,scen_000046,top_0046
ecom_aux_11,user_service,user_service_11,production,us-east-1,us-east-1b,host-260,ct-3293,v1.7.0,16.0,8.0,5,low,scen_000046,top_0046
ecom_aux_12,user_service,user_service_12,production,us-east-1,us-east-1c,host-980,ct-8538,v3.5.0,4.0,4.0,4,low,scen_000046,top_0046
ecom_aux_13,user_service,user_service_13,production,us-east-1,us-east-1c,host-524,ct-5618,v3.6.0,8.0,4.0,2,low,scen_000046,top_0046
ecom_aux_14,user_service,user_service_14,production,us-east-1,us-east-1a,host-614,ct-1067,v1.5.0,2.0,64.0,3,low,scen_000046,top_0046
ecom_aux_15,user_service,user_service_15,production,us-east-1,us-east-1b,host-591,ct-7336,v3.8.0,8.0,8.0,3,low,scen_000046,top_0046
ecom_aux_16,user_service,user_service_16,production,us-east-1,us-east-1b,host-975,ct-3757,v1.4.0,16.0,4.0,1,low,scen_000046,top_0046
ecom_aux_17,user_service,user_service_17,production,us-east-1,us-east-1a,host-840,ct-7680,v1.7.0,4.0,4.0,3,low,scen_000046,top_0046
ecom_aux_18,user_service,user_service_18,production,us-east-1,us-east-1a,host-874,ct-9505,v3.9.0,8.0,8.0,1,low,scen_000046,top_0046
ecom_aux_19,user_service,user_service_19,production,us-east-1,us-east-1c,host-157,ct-4965,v3.4.0,2.0,4.0,2,low,scen_000046,top_0046
ecom_aux_20,user_service,user_service_20,production,us-east-1,us-east-1b,host-715,ct-2623,v2.7.0,16.0,4.0,1,low,scen_000046,top_0046
ecom_aux_21,user_service,user_service_21,production,us-east-1,us-east-1b,host-275,ct-7440,v3.5.0,2.0,8.0,3,low,scen_000046,top_0046
ecom_aux_22,user_service,user_service_22,production,us-east-1,us-east-1c,host-523,ct-4245,v2.2.0,2.0,8.0,3,low,scen_000046,top_0046
ecom_aux_23,user_service,user_service_23,production,us-east-1,us-east-1c,host-459,ct-8195,v2.5.0,2.0,4.0,5,low,scen_000046,top_0046
ecom_aux_24,user_service,user_service_24,production,us-east-1,us-east-1b,host-941,ct-7613,v3.0.0,4.0,64.0,4,low,scen_000046,top_0046
ecom_aux_25,user_service,user_service_25,production,us-east-1,us-east-1a,host-667,ct-4338,v2.3.0,2.0,32.0,1,low,scen_000046,top_0046
ecom_aux_26,user_service,user_service_26,production,us-east-1,us-east-1c,host-409,ct-7106,v2.0.0,8.0,32.0,2,low,scen_000046,top_0046
ecom_aux_27,user_service,user_service_27,production,us-east-1,us-east-1b,host-154,ct-7856,v3.7.0,16.0,32.0,1,low,scen_000046,top_0046
ecom_aux_28,user_service,user_service_28,production,us-east-1,us-east-1b,host-465,ct-6529,v2.4.0,2.0,64.0,2,low,scen_000046,top_0046
gw_01,api_gateway,api_gateway,production,eu-central-1,eu-central-1a,host-521,ct-5379,v1.3.0,4.0,8.0,1,critical,scen_000047,top_0047
rec_01,recommendation_service,recommendation_service,production,eu-central-1,eu-central-1a,host-531,ct-4473,v1.1.0,16.0,16.0,3,high,scen_000047,top_0047
es_01,elasticsearch,elasticsearch,production,eu-central-1,eu-central-1a,host-639,ct-3354,v3.8.0,2.0,16.0,3,critical,scen_000047,top_0047
redis_01,redis,redis,production,eu-central-1,eu-central-1c,host-403,ct-8138,v3.0.0,2.0,4.0,2,critical,scen_000047,top_0047
mongo_01,mongodb,mongodb,production,eu-central-1,eu-central-1a,host-761,ct-2074,v3.9.0,2.0,16.0,4,high,scen_000047,top_0047
search_node_1,user_service,search_aux_1,production,eu-central-1,eu-central-1a,host-822,ct-6524,v1.2.0,2.0,16.0,1,medium,scen_000047,top_0047
search_node_2,user_service,search_aux_2,production,eu-central-1,eu-central-1c,host-405,ct-7055,v1.5.0,4.0,32.0,4,medium,scen_000047,top_0047
search_node_3,user_service,search_aux_3,production,eu-central-1,eu-central-1b,host-538,ct-9826,v2.3.0,2.0,32.0,5,medium,scen_000047,top_0047
search_node_4,user_service,search_aux_4,production,eu-central-1,eu-central-1b,host-169,ct-5705,v1.6.0,4.0,8.0,1,medium,scen_000047,top_0047
search_node_5,user_service,search_aux_5,production,eu-central-1,eu-central-1b,host-111,ct-3855,v1.3.0,16.0,4.0,4,medium,scen_000047,top_0047
search_node_6,user_service,search_aux_6,production,eu-central-1,eu-central-1c,host-994,ct-2825,v2.0.0,16.0,64.0,4,medium,scen_000047,top_0047
search_node_7,user_service,search_aux_7,production,eu-central-1,eu-central-1c,host-335,ct-7782,v2.2.0,8.0,32.0,4,medium,scen_000047,top_0047
search_node_8,user_service,search_aux_8,production,eu-central-1,eu-central-1a,host-452,ct-7925,v3.6.0,2.0,4.0,4,medium,scen_000047,top_0047
gw_01,api_gateway,api_gateway,production,ap-southeast-1,ap-southeast-1c,host-984,ct-5247,v2.5.0,8.0,8.0,2,critical,scen_000048,top_0048
lb_01,load_balancer,load_balancer,production,ap-southeast-1,ap-southeast-1b,host-133,ct-3518,v3.8.0,16.0,4.0,1,critical,scen_000048,top_0048
auth_01,auth_service,auth_service,production,ap-southeast-1,ap-southeast-1b,host-857,ct-5975,v1.0.0,4.0,16.0,2,high,scen_000048,top_0048
web_01,web_service,web_service,production,ap-southeast-1,ap-southeast-1b,host-715,ct-3668,v1.4.0,16.0,8.0,5,high,scen_000048,top_0048
db_01,postgresql,postgresql,production,ap-southeast-1,ap-southeast-1b,host-516,ct-7326,v3.5.0,4.0,8.0,1,critical,scen_000048,top_0048
sub_svc_2,web_service,sub_service_2,production,ap-southeast-1,ap-southeast-1c,host-661,ct-9929,v2.5.0,4.0,8.0,2,low,scen_000048,top_0048
sub_svc_3,web_service,sub_service_3,production,ap-southeast-1,ap-southeast-1c,host-790,ct-5903,v1.4.0,2.0,16.0,3,low,scen_000048,top_0048
sub_svc_4,web_service,sub_service_4,production,ap-southeast-1,ap-southeast-1b,host-648,ct-2301,v2.6.0,2.0,4.0,1,low,scen_000048,top_0048
sub_svc_5,web_service,sub_service_5,production,ap-southeast-1,ap-southeast-1a,host-459,ct-8918,v3.1.0,8.0,16.0,4,low,scen_000048,top_0048
sub_svc_6,web_service,sub_service_6,production,ap-southeast-1,ap-southeast-1b,host-895,ct-2775,v1.3.0,16.0,32.0,2,low,scen_000048,top_0048
sub_svc_7,web_service,sub_service_7,production,ap-southeast-1,ap-southeast-1b,host-788,ct-9814,v1.5.0,16.0,64.0,5,low,scen_000048,top_0048
sub_svc_8,web_service,sub_service_8,production,ap-southeast-1,ap-southeast-1a,host-683,ct-6584,v2.6.0,16.0,4.0,4,low,scen_000048,top_0048
sub_svc_9,web_service,sub_service_9,production,ap-southeast-1,ap-southeast-1a,host-383,ct-9373,v2.0.0,2.0,16.0,2,low,scen_000048,top_0048
sub_svc_10,web_service,sub_service_10,production,ap-southeast-1,ap-southeast-1a,host-165,ct-7234,v1.5.0,4.0,16.0,2,low,scen_000048,top_0048
sub_svc_11,web_service,sub_service_11,production,ap-southeast-1,ap-southeast-1c,host-532,ct-6449,v2.0.0,8.0,64.0,5,low,scen_000048,top_0048
sub_svc_12,web_service,sub_service_12,production,ap-southeast-1,ap-southeast-1c,host-113,ct-7761,v3.2.0,16.0,16.0,2,low,scen_000048,top_0048
sub_svc_13,web_service,sub_service_13,production,ap-southeast-1,ap-southeast-1b,host-931,ct-1102,v3.6.0,8.0,16.0,1,low,scen_000048,top_0048
sub_svc_14,web_service,sub_service_14,production,ap-southeast-1,ap-southeast-1a,host-474,ct-4377,v3.8.0,8.0,16.0,4,low,scen_000048,top_0048
sub_svc_15,web_service,sub_service_15,production,ap-southeast-1,ap-southeast-1c,host-902,ct-2069,v1.1.0,4.0,8.0,5,low,scen_000048,top_0048
sub_svc_16,web_service,sub_service_16,production,ap-southeast-1,ap-southeast-1c,host-141,ct-5956,v1.2.0,8.0,8.0,1,low,scen_000048,top_0048
sub_svc_17,web_service,sub_service_17,production,ap-southeast-1,ap-southeast-1a,host-786,ct-3691,v3.6.0,8.0,64.0,5,low,scen_000048,top_0048
sub_svc_18,web_service,sub_service_18,production,ap-southeast-1,ap-southeast-1a,host-445,ct-7391,v3.2.0,8.0,64.0,5,low,scen_000048,top_0048
sub_svc_19,web_service,sub_service_19,production,ap-southeast-1,ap-southeast-1b,host-585,ct-4233,v1.3.0,2.0,4.0,1,low,scen_000048,top_0048
sub_svc_20,web_service,sub_service_20,production,ap-southeast-1,ap-southeast-1b,host-696,ct-2301,v1.8.0,8.0,32.0,1,low,scen_000048,top_0048
sub_svc_21,web_service,sub_service_21,production,ap-southeast-1,ap-southeast-1c,host-553,ct-6311,v2.2.0,4.0,16.0,4,low,scen_000048,top_0048
sub_svc_22,web_service,sub_service_22,production,ap-southeast-1,ap-southeast-1b,host-886,ct-2357,v2.8.0,2.0,8.0,3,low,scen_000048,top_0048
sub_svc_23,web_service,sub_service_23,production,ap-southeast-1,ap-southeast-1a,host-797,ct-8447,v3.4.0,2.0,16.0,3,low,scen_000048,top_0048
sub_svc_24,web_service,sub_service_24,production,ap-southeast-1,ap-southeast-1b,host-107,ct-8804,v2.1.0,2.0,32.0,1,low,scen_000048,top_0048
sub_svc_25,web_service,sub_service_25,production,ap-southeast-1,ap-southeast-1b,host-241,ct-9844,v2.7.0,2.0,4.0,4,low,scen_000048,top_0048
sub_svc_26,web_service,sub_service_26,production,ap-southeast-1,ap-southeast-1a,host-911,ct-7671,v2.6.0,4.0,64.0,3,low,scen_000048,top_0048
gw_01,api_gateway,api_gateway,production,us-west-2,us-west-2a,host-153,ct-4350,v2.2.0,4.0,32.0,1,critical,scen_000049,top_0049
auth_01,auth_service,auth_service,production,us-west-2,us-west-2c,host-561,ct-8271,v1.8.0,16.0,8.0,4,high,scen_000049,top_0049
order_01,order_service,order_service,production,us-west-2,us-west-2a,host-998,ct-1324,v3.2.0,4.0,16.0,3,critical,scen_000049,top_0049
pay_01,payment_service,payment_service,production,us-west-2,us-west-2b,host-190,ct-6252,v2.7.0,16.0,16.0,2,critical,scen_000049,top_0049
inv_01,inventory_service,inventory_service,production,us-west-2,us-west-2a,host-900,ct-4694,v2.9.0,2.0,8.0,1,high,scen_000049,top_0049
db_master,postgresql,postgresql,production,us-west-2,us-west-2b,host-995,ct-6112,v2.8.0,8.0,32.0,3,critical,scen_000049,top_0049
cache_01,redis,redis,production,us-west-2,us-west-2c,host-295,ct-9868,v2.1.0,4.0,64.0,2,high,scen_000049,top_0049
mq_01,kafka,kafka,production,us-west-2,us-west-2c,host-464,ct-8251,v3.3.0,2.0,4.0,4,high,scen_000049,top_0049
ecom_aux_1,user_service,user_service_1,production,us-west-2,us-west-2b,host-687,ct-7505,v1.5.0,16.0,32.0,3,low,scen_000049,top_0049
ecom_aux_2,user_service,user_service_2,production,us-west-2,us-west-2b,host-718,ct-4299,v1.8.0,16.0,8.0,3,low,scen_000049,top_0049
ecom_aux_3,user_service,user_service_3,production,us-west-2,us-west-2a,host-681,ct-5412,v3.8.0,8.0,64.0,4,low,scen_000049,top_0049
ecom_aux_4,user_service,user_service_4,production,us-west-2,us-west-2b,host-411,ct-9297,v3.4.0,2.0,64.0,4,low,scen_000049,top_0049
ecom_aux_5,user_service,user_service_5,production,us-west-2,us-west-2c,host-440,ct-4519,v1.5.0,4.0,4.0,5,low,scen_000049,top_0049
ecom_aux_6,user_service,user_service_6,production,us-west-2,us-west-2c,host-165,ct-2686,v2.1.0,8.0,4.0,5,low,scen_000049,top_0049
ecom_aux_7,user_service,user_service_7,production,us-west-2,us-west-2a,host-576,ct-4954,v3.4.0,8.0,16.0,2,low,scen_000049,top_0049
ecom_aux_8,user_service,user_service_8,production,us-west-2,us-west-2a,host-757,ct-1180,v1.7.0,4.0,4.0,1,low,scen_000049,top_0049
ecom_aux_9,user_service,user_service_9,production,us-west-2,us-west-2a,host-952,ct-8634,v3.3.0,4.0,16.0,1,low,scen_000049,top_0049
ecom_aux_10,user_service,user_service_10,production,us-west-2,us-west-2c,host-520,ct-4478,v2.7.0,16.0,64.0,5,low,scen_000049,top_0049
ecom_aux_11,user_service,user_service_11,production,us-west-2,us-west-2c,host-913,ct-4600,v1.9.0,16.0,16.0,4,low,scen_000049,top_0049
ecom_aux_12,user_service,user_service_12,production,us-west-2,us-west-2c,host-432,ct-9031,v1.8.0,4.0,4.0,1,low,scen_000049,top_0049
ecom_aux_13,user_service,user_service_13,production,us-west-2,us-west-2b,host-532,ct-4582,v1.6.0,8.0,8.0,3,low,scen_000049,top_0049
ecom_aux_14,user_service,user_service_14,production,us-west-2,us-west-2b,host-416,ct-1067,v3.5.0,2.0,4.0,4,low,scen_000049,top_0049
ecom_aux_15,user_service,user_service_15,production,us-west-2,us-west-2b,host-792,ct-4643,v2.9.0,2.0,4.0,1,low,scen_000049,top_0049
ecom_aux_16,user_service,user_service_16,production,us-west-2,us-west-2b,host-541,ct-6766,v3.1.0,16.0,4.0,4,low,scen_000049,top_0049
ecom_aux_17,user_service,user_service_17,production,us-west-2,us-west-2a,host-458,ct-9595,v1.7.0,2.0,4.0,5,low,scen_000049,top_0049
ecom_aux_18,user_service,user_service_18,production,us-west-2,us-west-2b,host-274,ct-2297,v1.6.0,8.0,32.0,1,low,scen_000049,top_0049
ecom_aux_19,user_service,user_service_19,production,us-west-2,us-west-2a,host-699,ct-2247,v3.5.0,2.0,8.0,1,low,scen_000049,top_0049
ecom_aux_20,user_service,user_service_20,production,us-west-2,us-west-2b,host-220,ct-2941,v2.4.0,4.0,64.0,1,low,scen_000049,top_0049
ecom_aux_21,user_service,user_service_21,production,us-west-2,us-west-2b,host-896,ct-3806,v3.5.0,16.0,32.0,3,low,scen_000049,top_0049
ecom_aux_22,user_service,user_service_22,production,us-west-2,us-west-2c,host-428,ct-7918,v1.0.0,16.0,16.0,3,low,scen_000049,top_0049
ecom_aux_23,user_service,user_service_23,production,us-west-2,us-west-2c,host-162,ct-3071,v3.7.0,4.0,64.0,1,low,scen_000049,top_0049
ecom_aux_24,user_service,user_service_24,production,us-west-2,us-west-2b,host-864,ct-1143,v1.3.0,8.0,32.0,1,low,scen_000049,top_0049
ecom_aux_25,user_service,user_service_25,production,us-west-2,us-west-2b,host-738,ct-2647,v1.0.0,8.0,4.0,2,low,scen_000049,top_0049
ecom_aux_26,user_service,user_service_26,production,us-west-2,us-west-2c,host-626,ct-7218,v2.9.0,16.0,64.0,2,low,scen_000049,top_0049
ecom_aux_27,user_service,user_service_27,production,us-west-2,us-west-2c,host-539,ct-8436,v1.2.0,2.0,32.0,4,low,scen_000049,top_0049
ingest_01,api_gateway,ingestion_gateway,production,us-west-2,us-west-2b,host-513,ct-2141,v2.7.0,16.0,4.0,4,critical,scen_000050,top_0050
kafka_broker,kafka,kafka,production,us-west-2,us-west-2c,host-172,ct-4529,v1.3.0,4.0,16.0,1,critical,scen_000050,top_0050
notif_01,notification_service,notification_service,production,us-west-2,us-west-2a,host-965,ct-3676,v3.7.0,8.0,32.0,3,high,scen_000050,top_0050
user_01,user_service,user_service,production,us-west-2,us-west-2b,host-399,ct-7514,v3.7.0,8.0,32.0,4,medium,scen_000050,top_0050
db_event,mysql,mysql,production,us-west-2,us-west-2a,host-748,ct-1004,v2.8.0,16.0,8.0,1,high,scen_000050,top_0050
consumer_1,web_service,kafka_consumer_1,production,us-west-2,us-west-2a,host-642,ct-9342,v2.2.0,4.0,4.0,4,low,scen_000050,top_0050
consumer_2,web_service,kafka_consumer_2,production,us-west-2,us-west-2c,host-899,ct-9526,v1.2.0,8.0,8.0,3,low,scen_000050,top_0050
consumer_3,web_service,kafka_consumer_3,production,us-west-2,us-west-2c,host-260,ct-6399,v3.8.0,4.0,8.0,1,low,scen_000050,top_0050
node_00,redis,mesh_svc_0,production,us-west-2,us-west-2c,host-120,ct-5585,v3.0.0,4.0,4.0,2,low,scen_000051,top_0051
node_01,user_service,mesh_svc_1,production,us-west-2,us-west-2c,host-429,ct-2730,v2.0.0,2.0,8.0,3,low,scen_000051,top_0051
node_02,postgresql,mesh_svc_2,production,us-west-2,us-west-2c,host-896,ct-9464,v2.2.0,8.0,32.0,5,critical,scen_000051,top_0051
node_03,k8s_node,mesh_svc_3,production,us-west-2,us-west-2a,host-823,ct-4871,v3.7.0,8.0,16.0,1,high,scen_000051,top_0051
node_04,rabbitmq,mesh_svc_4,production,us-west-2,us-west-2a,host-656,ct-6404,v2.0.0,4.0,8.0,3,medium,scen_000051,top_0051
node_05,mongodb,mesh_svc_5,production,us-west-2,us-west-2a,host-653,ct-3732,v3.6.0,8.0,64.0,3,high,scen_000051,top_0051
node_06,k8s_node,mesh_svc_6,production,us-west-2,us-west-2b,host-856,ct-5506,v2.5.0,16.0,4.0,3,low,scen_000051,top_0051
node_07,kafka,mesh_svc_7,production,us-west-2,us-west-2c,host-265,ct-2368,v1.5.0,8.0,16.0,2,low,scen_000051,top_0051
node_08,kafka,mesh_svc_8,production,us-west-2,us-west-2a,host-684,ct-7145,v3.2.0,2.0,16.0,2,medium,scen_000051,top_0051
node_09,recommendation_service,mesh_svc_9,production,us-west-2,us-west-2b,host-331,ct-7068,v2.7.0,16.0,8.0,5,high,scen_000051,top_0051
node_10,order_service,mesh_svc_10,production,us-west-2,us-west-2a,host-133,ct-3976,v3.3.0,8.0,4.0,2,low,scen_000051,top_0051
node_11,elasticsearch,mesh_svc_11,production,us-west-2,us-west-2a,host-916,ct-5246,v2.3.0,2.0,64.0,4,low,scen_000051,top_0051
node_12,api_gateway,mesh_svc_12,production,us-west-2,us-west-2b,host-715,ct-9834,v1.2.0,16.0,4.0,5,critical,scen_000051,top_0051
node_13,web_service,mesh_svc_13,production,us-west-2,us-west-2b,host-542,ct-1260,v2.7.0,8.0,16.0,1,medium,scen_000051,top_0051
node_14,auth_service,mesh_svc_14,production,us-west-2,us-west-2b,host-180,ct-6858,v2.3.0,2.0,4.0,5,low,scen_000051,top_0051
node_15,object_storage,mesh_svc_15,production,us-west-2,us-west-2c,host-111,ct-1233,v3.2.0,16.0,4.0,4,low,scen_000051,top_0051
node_16,postgresql,mesh_svc_16,production,us-west-2,us-west-2a,host-714,ct-1594,v2.7.0,4.0,16.0,1,critical,scen_000051,top_0051
node_17,load_balancer,mesh_svc_17,production,us-west-2,us-west-2a,host-927,ct-2221,v2.6.0,2.0,8.0,1,critical,scen_000051,top_0051
node_18,payment_service,mesh_svc_18,production,us-west-2,us-west-2c,host-460,ct-5646,v2.3.0,8.0,8.0,2,medium,scen_000051,top_0051
node_19,postgresql,mesh_svc_19,production,us-west-2,us-west-2c,host-555,ct-6271,v1.1.0,2.0,32.0,1,low,scen_000051,top_0051
node_20,notification_service,mesh_svc_20,production,us-west-2,us-west-2a,host-166,ct-1856,v2.7.0,4.0,4.0,3,high,scen_000051,top_0051
node_21,web_service,mesh_svc_21,production,us-west-2,us-west-2c,host-298,ct-4603,v3.9.0,8.0,64.0,4,medium,scen_000051,top_0051
node_22,rabbitmq,mesh_svc_22,production,us-west-2,us-west-2b,host-498,ct-6347,v2.5.0,4.0,64.0,3,low,scen_000051,top_0051
node_23,mysql,mesh_svc_23,production,us-west-2,us-west-2b,host-969,ct-3579,v2.6.0,16.0,32.0,5,medium,scen_000051,top_0051
node_24,user_service,mesh_svc_24,production,us-west-2,us-west-2b,host-177,ct-3873,v2.7.0,2.0,8.0,5,medium,scen_000051,top_0051
node_25,user_service,mesh_svc_25,production,us-west-2,us-west-2c,host-862,ct-2657,v1.0.0,2.0,64.0,5,high,scen_000051,top_0051
node_26,postgresql,mesh_svc_26,production,us-west-2,us-west-2c,host-530,ct-3077,v1.0.0,8.0,32.0,1,high,scen_000051,top_0051
node_27,object_storage,mesh_svc_27,production,us-west-2,us-west-2b,host-607,ct-3471,v2.2.0,8.0,4.0,1,critical,scen_000051,top_0051
node_28,notification_service,mesh_svc_28,production,us-west-2,us-west-2c,host-392,ct-2827,v2.2.0,16.0,16.0,5,medium,scen_000051,top_0051
node_29,inventory_service,mesh_svc_29,production,us-west-2,us-west-2c,host-914,ct-4214,v1.2.0,4.0,16.0,4,high,scen_000051,top_0051
node_30,k8s_node,mesh_svc_30,production,us-west-2,us-west-2a,host-160,ct-1794,v3.4.0,4.0,4.0,1,critical,scen_000051,top_0051
node_31,redis,mesh_svc_31,production,us-west-2,us-west-2c,host-177,ct-4006,v2.5.0,2.0,64.0,2,high,scen_000051,top_0051
node_32,order_service,mesh_svc_32,production,us-west-2,us-west-2a,host-808,ct-8087,v2.1.0,4.0,64.0,3,critical,scen_000051,top_0051
node_33,inventory_service,mesh_svc_33,production,us-west-2,us-west-2a,host-828,ct-2778,v3.9.0,8.0,16.0,2,medium,scen_000051,top_0051
node_34,mysql,mesh_svc_34,production,us-west-2,us-west-2c,host-492,ct-1588,v1.3.0,8.0,8.0,2,critical,scen_000051,top_0051
node_35,api_gateway,mesh_svc_35,production,us-west-2,us-west-2a,host-765,ct-2158,v2.6.0,8.0,8.0,2,medium,scen_000051,top_0051
node_36,kafka,mesh_svc_36,production,us-west-2,us-west-2c,host-228,ct-5760,v3.2.0,4.0,16.0,2,critical,scen_000051,top_0051
node_37,mongodb,mesh_svc_37,production,us-west-2,us-west-2a,host-281,ct-3158,v3.5.0,4.0,4.0,3,high,scen_000051,top_0051
node_38,kafka,mesh_svc_38,production,us-west-2,us-west-2a,host-700,ct-9410,v3.0.0,16.0,4.0,5,high,scen_000051,top_0051
node_39,web_service,mesh_svc_39,production,us-west-2,us-west-2a,host-985,ct-8634,v1.7.0,8.0,32.0,2,low,scen_000051,top_0051
node_40,container,mesh_svc_40,production,us-west-2,us-west-2b,host-147,ct-2287,v3.0.0,2.0,16.0,5,high,scen_000051,top_0051
node_41,notification_service,mesh_svc_41,production,us-west-2,us-west-2b,host-717,ct-7018,v3.7.0,4.0,16.0,2,critical,scen_000051,top_0051
ingest_01,api_gateway,ingestion_gateway,production,eu-central-1,eu-central-1a,host-239,ct-3021,v2.9.0,4.0,4.0,4,critical,scen_000052,top_0052
kafka_broker,kafka,kafka,production,eu-central-1,eu-central-1c,host-674,ct-8555,v2.0.0,4.0,8.0,2,critical,scen_000052,top_0052
notif_01,notification_service,notification_service,production,eu-central-1,eu-central-1a,host-546,ct-5069,v2.0.0,8.0,64.0,1,high,scen_000052,top_0052
user_01,user_service,user_service,production,eu-central-1,eu-central-1c,host-603,ct-9751,v2.2.0,16.0,8.0,5,medium,scen_000052,top_0052
db_event,mysql,mysql,production,eu-central-1,eu-central-1b,host-710,ct-7248,v3.5.0,16.0,8.0,2,high,scen_000052,top_0052
consumer_1,web_service,kafka_consumer_1,production,eu-central-1,eu-central-1b,host-286,ct-5522,v1.5.0,4.0,8.0,2,low,scen_000052,top_0052
